amp,ang,chi_squares,col,colCI,err,frame,goodfit,molid,offset,roinum,row,rowCI,states,sum,widthc,widthr
554.982,0.0,20516182.0,19.477499,"(1.2324513, 0.)",0.14967823,1.0,1,1.0,51.29249,2,22.715967,"(1.2324513, 0.)",0,31148.27,2.1637683,2.1637683
341.4255,0.0,17904372.0,26.765888,"(1.7006285, 0.)",0.080845416,2.0,1,2.0,42.32765,2,24.139244,"(1.7006285, 0.)",0,24464.395,2.389018,2.389018
315.94073,0.0,16942544.0,20.087812,"(2.8445768, 0.)",0.09988195,3.0,1,3.0,6.271049,2,24.776525,"(2.8445768, 0.)",0,23792.047,3.3657866,3.3657866
264.91028,0.0,17796656.0,21.30866,"(1.5994458, 0.)",0.060596585,4.0,0,4.0,68.75471,2,27.52122,"(1.5994458, 0.)",0,32793.094,2.7935936,2.7935936
535.98676,0.0,18122804.0,36.758926,"(1.0739418, 0.)",0.124556124,16.0,1,5.0,51.184174,2,58.56347,"(1.0739418, 0.)",0,26012.96,1.8244997,1.8244997
1140.5577,0.0,20957060.0,37.89024,"(1.1377935, 0.)",0.47041905,17.0,1,6.0,-8.226081,2,58.304214,"(1.1377935, 0.)",0,42340.83,2.4996357,2.4996357
195.32,0.0,14261185.0,57.269012,"(14.865624, 0.)",0.04050255,22.0,0,7.0,-70.97687,1,87.78762,"(14.865624, 0.)",0,9343.214,5.7568793,5.7568793
345.39084,0.0,16201103.0,30.820164,"(0.691944, 0.)",0.049568474,54.0,0,8.0,88.46315,2,31.211079,"(0.691944, 0.)",0,31053.05,1.589882,1.589882
1046.8252,0.0,17760842.0,26.285965,"(0.21109127, 0.)",0.07578313,55.0,0,9.0,86.5087,2,25.956438,"(0.21109127, 0.)",0,27769.123,0.64852965,0.64852965
825.30975,0.0,14463522.0,32.97098,"(0.20742938, 0.)",0.056857526,56.0,0,10.0,74.74583,2,34.921062,"(0.20742938, 0.)",0,23569.285,0.61533105,0.61533105
400.52692,0.0,16548392.0,29.261923,"(3.5126312, 0.)",0.11825973,57.0,1,11.0,-66.3226,2,34.771988,"(3.5126312, 0.)",0,44337.65,5.9128556,5.9128556
772.0869,0.0,24711830.0,27.943504,"(0.78658974, 0.)",0.18452322,58.0,1,12.0,90.62595,2,32.566383,"(0.78658974, 0.)",0,43289.14,1.8773794,1.8773794
278.79608,0.0,19409794.0,23.020016,"(2.0408456, 0.)",0.071205735,59.0,0,13.0,54.05178,2,36.29509,"(2.0408456, 0.)",0,33962.17,3.268191,3.268191
281.02725,0.0,16903362.0,25.416843,"(3.3994603, 0.)",0.08063489,60.0,1,14.0,-3.239687,2,38.18008,"(3.3994603, 0.)",0,30766.758,4.5024633,4.5024633
293.87033,0.0,18451260.0,29.449562,"(0., 9.000756)",0.03588891,61.0,0,15.0,-102.265305,2,36.603783,"(0., 9.000756)",0,31287.14,-8.463442,-8.463442
