amp,ang,chi_squares,col,colCI,err,frame,goodfit,molid,offset,roinum,row,rowCI,states,sum,widthc,widthr
315.89767,0,10122639,28.35873,"(2.8552809, 0.)",0.083378255,12,1,1,2.288876,1,66.41409,"(2.8552809, 0.)",0,7508.491,1.8570194,1.8570194
292.43857,0,14355734,91.332306,"(0., 12.256916)",0.04557097,14,0,2,-140.42908,2,108.5625,"(0., 12.256916)",0,18027.938,-7.82831,-7.82831
3370.2092,0,11576294,105.55303,"(0.14051607, 0.)",0.21579897,20,0,3,36.761467,2,115.96924,"(0.14051607, 0.)",0,13089.027,0.34533498,0.34533498
450.12387,0,15327509,28.206367,"(0.3859614, 0.)",0.044994056,33,0,4,93.241844,1,60.219555,"(0.3859614, 0.)",0,30276.93,1.0790169,1.0790169
3109.0994,0,9537474,106.3995,"(0.51507485, 0.)",0.2633546,40,0,5,3.1927161,2,122.07328,"(0.51507485, 0.)",0,3521.242,0.36502376,0.36502376
192.58412,0,11743236,87.31297,"(14.2894335, 0.)",0.045148134,80,0,6,-70.66468,2,113.8342,"(14.2894335, 0.)",0,8526.4795,5.628331,5.628331
509.96878,0,11454048,39.4486,"(1.2814239, 0.)",0.08272934,83,1,7,15.461696,2,87.12221,"(1.2814239, 0.)",0,8768.731,1.1584414,1.1584414
232.03093,0,9773038,27.926617,"(5.7227225, 0.)",0.074480176,101,0,8,-12.105131,1,79.94796,"(5.7227225, 0.)",0,5882.609,2.5383725,2.5383725
324.26746,0,11270044,72.656555,"(2.2570033, 0.)",0.08874035,172,1,9,10.569969,2,108.60075,"(2.2570033, 0.)",0,11255.211,2.0062883,2.0062883
226.31464,0,13330504,72.82083,"(2.639506, 0.)",0.04792714,173,0,10,18.606491,2,111.4819,"(2.639506, 0.)",0,13113.197,2.3315868,2.3315868
274.14624,0,10724396,74.48306,"(13.686034, 0.)",0.11020577,174,0,11,-96.15962,2,110.17933,"(13.686034, 0.)",0,6892.62,4.8914323,4.8914323
202.84637,0,8736324,74.574455,"(4.6499667, 0.)",0.07120311,177,0,12,-6.826011,2,108.984215,"(4.6499667, 0.)",0,7845.9453,2.780154,2.780154
283.97397,0,13301209,73.68691,"(1.7753907, 0.)",0.07157862,178,0,13,33.15251,2,110.69902,"(1.7753907, 0.)",0,18895.818,2.2851682,2.2851682
220.86394,0,13609282,72.9444,"(6.3030705, 0.)",0.06670344,179,0,14,-26.333393,2,108.51832,"(6.3030705, 0.)",0,11781.007,3.8517823,3.8517823
1092.7631,0,8326986,81.112946,"(0.7431495, 0.)",0.26194447,182,1,15,11.328492,2,109.902435,"(0.7431495, 0.)",0,8874.666,0.90313226,0.90313226
1137.7181,0,11193301,82.40633,"(0.4652959, 0.)",0.12251133,183,0,16,23.063606,2,109.08022,"(0.4652959, 0.)",0,9456.453,0.6247992,0.6247992
1396.3069,0,8366392,35.732487,"(0.6199764, 0.)",0.22023767,184,0,17,9.334898,1,124.82427,"(0.6199764, 0.)",0,6089.6543,0.62166786,0.62166786
1297.1644,0,12486683,82.91484,"(0.345403, 0.)",0.12609017,185,0,18,30.066088,2,108.18126,"(0.345403, 0.)",0,11193.708,0.55266744,0.55266744
364.46497,0,9868692,85.961426,"(4.046365, 0.)",0.16761607,186,1,19,-23.262148,2,105.00472,"(4.046365, 0.)",0,8622.131,2.5910828,2.5910828
265.10275,0,14929261,89.39877,"(3.4162366, 0.)",0.08034015,189,1,20,1.5746098,2,106.725914,"(3.4162366, 0.)",0,16444.848,3.1008933,3.1008933
174.92537,0,13932938,81.104866,"(2.0969977, 0.)",0.030175567,195,0,21,39.87457,2,104.135704,"(2.0969977, 0.)",0,18115.496,2.4445293,2.4445293
334.95425,0,10713752,80.731255,"(1.9490983, 0.)",0.089497924,197,1,22,14.118807,2,107.49503,"(1.9490983, 0.)",0,11493.309,1.8763554,1.8763554
432.91794,0,12597311,83.137024,"(1.6687167, 0.)",0.14478022,198,1,23,18.191961,2,109.35213,"(1.6687167, 0.)",0,17498.664,2.1213245,2.1213245
244.96573,0,16337723,80.117294,"(2.243009, 0.)",0.06652868,209,0,24,47.270897,2,108.477585,"(2.243009, 0.)",0,33130.312,3.6259134,3.6259134
718.20917,0,14231398,77.16876,"(0.39238116, 0.)",0.08598465,210,1,25,65.58217,2,105.7014,"(0.39238116, 0.)",0,22824.297,0.92626965,0.92626965
