amp,ang,chi_squares,col,colCI,err,frame,goodfit,molid,offset,roinum,row,rowCI,states,sum,widthc,widthr
525.8309,0.0,12588464.0,97.013794,"(0.8228709, 0.)",0.06280261,24.0,0,1.0,24.780092,1,62.807293,"(0.8228709, 0.)",0,10243.409,0.92674863,0.92674863
218.9808,0.0,7427722.0,102.91017,"(5.4319897, 0.)",0.070368886,27.0,0,2.0,-7.4892435,1,36.539814,"(5.4319897, 0.)",0,4229.666,2.156127,2.156127
122.79017,0.0,10288820.0,102.80946,"(18.017128, 0.)",0.027969718,29.0,0,3.0,-29.490108,1,54.264168,"(18.017128, 0.)",0,4207.3936,4.286772,4.286772
241.7112,0.0,13136055.0,89.61695,"(2.4352074, 0.)",0.08066583,39.0,1,4.0,28.348106,1,85.49288,"(2.4352074, 0.)",0,25125.043,3.4254456,3.4254456
1471.2754,0.0,7246076.0,39.708885,"(0.3633582, 0.)",0.21387064,41.0,0,5.0,18.450268,2,91.70212,"(0.3633582, 0.)",0,8187.7207,0.5563739,0.5563739
212.20865,0.0,16077253.0,110.86253,"(1.9638809, 0.)",0.052674115,45.0,0,6.0,67.002014,1,43.511986,"(1.9638809, 0.)",0,31096.059,3.1982982,3.1982982
2020.1161,0.0,6147163.0,40.434177,"(0.34124574, 0.)",0.1424501,53.0,0,7.0,9.107303,2,100.82955,"(0.34124574, 0.)",0,4129.645,0.35712475,0.35712475
339.5142,0.0,5915913.5,29.247488,"(3.180744, 0.)",0.103434384,66.0,1,8.0,-3.1198246,2,127.45129,"(3.180744, 0.)",0,3512.1418,1.4382669,1.4382669
543.0916,0.0,8072668.0,110.69705,"(1.5162868, 0.)",0.10004562,66.0,1,9.0,5.471405,1,63.193707,"(1.5162868, 0.)",0,5037.5503,1.0063972,1.0063972
179.27353,0.0,8161295.5,104.20135,"(4.7416253, 0.)",0.052268982,72.0,0,10.0,-1.4022986,1,98.46114,"(4.7416253, 0.)",0,5761.884,2.3452559,2.3452559
226.21889,0.0,7140173.5,97.80154,"(4.675712, 0.)",0.07860321,80.0,1,11.0,-6.4840384,1,64.042435,"(4.675712, 0.)",0,4919.5244,2.1863825,2.1863825
181.78534,0.0,9186033.0,39.83673,"(8.853294, 0.)",0.044629633,83.0,0,12.0,-10.088463,2,96.00817,"(8.853294, 0.)",0,3211.709,2.3154564,2.3154564
160.665,0.0,7416700.0,40.720158,"(15.042074, 0.)",0.047614396,97.0,0,13.0,-63.627228,2,111.26085,"(15.042074, 0.)",0,6937.575,5.9164133,5.9164133
1229.749,0.0,10655095.0,91.01672,"(0.28974506, 0.)",0.113399565,107.0,0,14.0,33.228466,1,60.42292,"(0.28974506, 0.)",0,11843.341,0.538115,0.538115
488.7417,0.0,6443802.0,90.007195,"(2.035869, 0.)",0.12907034,112.0,1,15.0,0.03416361,1,74.26453,"(2.035869, 0.)",0,4160.036,1.1622338,1.1622338
174.85384,0.0,8092132.0,40.065193,"(13.778702, 0.)",0.051888347,126.0,0,16.0,-16.13383,2,99.8572,"(13.778702, 0.)",0,2189.8147,2.5129023,2.5129023
1135.2059,0.0,6461968.0,27.38235,"(0.5193067, 0.)",0.16391778,136.0,0,17.0,11.409519,2,101.827,"(0.5193067, 0.)",0,5616.294,0.5704403,0.5704403
342.08652,0.0,8658880.0,102.1825,"(1.783823, 0.)",0.05846113,136.0,0,18.0,9.752421,1,71.18662,"(1.783823, 0.)",0,6113.051,1.2465091,1.2465091
250.84846,0.0,7773916.0,102.2823,"(6.7710905, 0.)",0.07606393,149.0,1,19.0,-10.62443,1,90.159676,"(6.7710905, 0.)",0,3023.155,1.9663024,1.9663024
1787.1263,0.0,8781858.0,35.343468,"(0.2622332, 0.)",0.10593873,158.0,0,20.0,22.192806,2,71.40054,"(0.2622332, 0.)",0,8260.557,0.42233542,0.42233542
188.60684,0.0,8752132.0,94.52901,"(3.2631881, 0.)",0.06566107,160.0,0,21.0,6.8874445,1,45.200798,"(3.2631881, 0.)",0,12298.942,2.9608328,2.9608328
328.17657,0.0,7699483.5,93.59573,"(1.7913535, 0.)",0.15209353,161.0,1,22.0,12.059312,1,46.65892,"(1.7913535, 0.)",0,14411.551,2.3025672,2.3025672
1212.081,0.0,13716352.0,92.37641,"(0.5112479, 0.)",0.39435196,162.0,1,23.0,61.603027,1,46.182762,"(0.5112479, 0.)",0,34045.953,1.4603965,1.4603965
970.6672,0.0,15881446.0,91.50912,"(0.8927527, 0.)",0.38604414,163.0,1,24.0,31.9954,1,46.402588,"(0.8927527, 0.)",0,34291.95,2.0265238,2.0265238
662.765,0.0,14151302.0,90.16402,"(1.4936615, 0.)",0.337335,164.0,1,25.0,-3.7674146,1,44.480896,"(1.4936615, 0.)",0,31588.117,2.8098974,2.8098974
491.15735,0.0,12692660.0,90.54989,"(1.3065871, 0.)",0.2046054,165.0,1,26.0,31.912231,1,46.12284,"(1.3065871, 0.)",0,26859.508,2.3919022,2.3919022
731.7809,0.0,23271594.0,90.725006,"(1.2824119, 0.)",0.2420581,166.0,1,27.0,37.466152,1,46.711483,"(1.2824119, 0.)",0,38144.043,2.4385703,2.4385703
567.46814,0.0,11900810.0,93.77124,"(0.9194111, 0.)",0.22298968,167.0,1,28.0,49.089397,1,45.389076,"(0.9194111, 0.)",0,28838.559,2.0271854,2.0271854
