amp,ang,chi_squares,col,colCI,err,frame,goodfit,molid,offset,roinum,row,rowCI,states,sum,widthc,widthr
247.30852,0.0,14048484.0,53.478893,"(4.0451064, 0.)",0.049761534,2.0,0,1.0,1.5276799,1,54.35015,"(4.0451064, 0.)",0,7657.816,2.127795,2.127795
204.33946,0.0,10651740.0,80.3672,"(34.89039, 0.)",0.0620718,20.0,0,2.0,-92.925026,2,74.40682,"(34.89039, 0.)",0,3334.6758,5.6383667,5.6383667
709.60944,0.0,14397382.0,72.37543,"(0.7601635, 0.)",0.09507263,21.0,1,3.0,30.45982,2,93.964355,"(0.7601635, 0.)",0,13248.664,0.9978368,0.9978368
241.76888,0.0,9423891.0,74.12875,"(6.4392858, 0.)",0.08732778,25.0,1,4.0,-17.956297,2,98.53515,"(6.4392858, 0.)",0,5492.5947,2.6553223,2.6553223
663.1733,0.0,13006270.0,56.47143,"(1.4182472, 0.)",0.12102109,44.0,1,5.0,9.664541,1,54.19104,"(1.4182472, 0.)",0,8436.464,1.1578889,1.1578889
220.60545,0.0,11158025.0,54.731434,"(7.9428587, 0.)",0.06557751,87.0,0,6.0,-18.327803,1,61.61345,"(7.9428587, 0.)",0,5095.541,2.7460003,2.7460003
852.26025,0.0,17289656.0,63.220604,"(0.5313261, 0.)",0.18118763,122.0,1,7.0,79.26122,1,91.64063,"(0.5313261, 0.)",0,32652.797,1.3490168,1.3490168
816.6723,0.0,29995802.0,63.26764,"(0.8566576, 0.)",0.25586283,123.0,1,8.0,130.65475,1,91.75676,"(0.8566576, 0.)",0,73753.99,2.6575267,2.6575267
233.1282,0.0,13290133.0,71.077354,"(6.990859, 0.)",0.06314087,162.0,0,9.0,-17.096123,2,87.40182,"(6.990859, 0.)",0,6536.7217,2.808894,2.808894
294.818,0.0,11795505.0,77.00915,"(2.9419246, 0.)",0.105231285,164.0,1,10.0,0.8595753,2,91.90726,"(2.9419246, 0.)",0,14042.732,2.7327251,2.7327251
2930.385,0.0,13398068.0,65.319695,"(0.28298485, 0.)",0.15845889,170.0,0,11.0,16.839397,1,91.77838,"(0.28298485, 0.)",0,6935.0557,0.34350303,0.34350303
176.63148,0.0,12732766.0,83.68652,"(8.910076, 0.)",0.04531449,174.0,0,12.0,-23.069645,2,80.86039,"(8.910076, 0.)",0,7352.573,3.6226358,3.6226358
267.43533,0.0,10781134.0,83.95652,"(8.645407, 0.)",0.11027825,179.0,0,13.0,-41.469017,2,81.0063,"(8.645407, 0.)",0,6100.5737,3.3138597,3.3138597
218.94113,0.0,13696270.0,84.39745,"(3.575372, 0.)",0.056901693,189.0,0,14.0,6.9705734,2,86.06338,"(3.575372, 0.)",0,13926.21,2.944534,2.944534
321.60248,0.0,16153262.0,83.4812,"(2.2098463, 0.)",0.083331525,190.0,1,15.0,22.317457,2,88.25714,"(2.2098463, 0.)",0,18744.879,2.4652162,2.4652162
228.31938,0.0,17953006.0,80.39935,"(12.885484, 0.)",0.05128491,194.0,0,16.0,-61.263084,2,87.89262,"(12.885484, 0.)",0,8526.219,4.560145,4.560145
746.1928,0.0,13924044.0,26.707737,"(0.7034093, 0.)",0.16342318,260.0,1,17.0,44.803047,1,42.05746,"(0.7034093, 0.)",0,20807.543,1.2945766,1.2945766
