FRAME_N,LOC_R,LOC_C,TRACK_N,ROI_NUM,MOL_ID
348.0,135.69979858398438,85.71214294433594,1.0,2.0,196.0
349.0,133.9573516845703,84.39878845214844,1.0,2.0,197.0
350.0,134.17236328125,84.12635040283203,1.0,2.0,200.0
352.0,135.74546813964844,82.55886840820312,1.0,2.0,204.0
354.0,133.44482421875,91.4852523803711,1.0,2.0,209.0
356.0,129.7795867919922,97.78813934326172,1.0,2.0,214.0
383.0,146.09689331054688,88.10176086425781,2.0,2.0,289.0
385.0,144.80706787109375,86.27055358886719,2.0,2.0,293.0
388.0,145.78329467773438,85.16705322265625,2.0,2.0,302.0
390.0,141.15237426757812,85.1903305053711,2.0,2.0,306.0
397.0,146.6050262451172,85.91828918457031,3.0,2.0,324.0
402.0,145.4944305419922,86.41573333740234,3.0,2.0,335.0
416.0,128.15501403808594,102.46463012695312,4.0,2.0,358.0
417.0,132.42898559570312,104.67606353759766,4.0,2.0,360.0
418.0,132.1341552734375,103.5921630859375,4.0,2.0,363.0
419.0,131.5052947998047,102.17723083496094,4.0,2.0,366.0
420.0,128.77244567871094,105.65505981445312,4.0,2.0,369.0
421.0,128.70962524414062,106.77435302734375,4.0,2.0,371.0
422.0,129.46804809570312,106.22270965576172,4.0,2.0,374.0
423.0,133.81214904785156,105.66213989257812,4.0,2.0,377.0
424.0,133.5166473388672,104.51322937011719,4.0,2.0,380.0
425.0,132.1594696044922,103.41474151611328,4.0,2.0,381.0
426.0,134.519287109375,102.96332550048828,4.0,2.0,382.0
429.0,134.79934692382812,103.38551330566406,4.0,2.0,387.0
433.0,132.84278869628906,104.48924255371094,4.0,2.0,397.0
434.0,131.41876220703125,104.20906066894531,4.0,2.0,399.0
436.0,133.2457275390625,106.82138061523438,4.0,2.0,402.0
438.0,131.42608642578125,108.58435821533203,4.0,2.0,405.0
440.0,136.10890197753906,105.09423828125,4.0,2.0,407.0
441.0,135.6859893798828,106.79217529296875,4.0,2.0,409.0
442.0,133.77159118652344,104.529296875,4.0,2.0,410.0
444.0,136.99705505371094,103.52438354492188,4.0,2.0,412.0
445.0,136.204345703125,103.05097198486328,4.0,2.0,414.0
446.0,136.68692016601562,100.95899200439453,4.0,2.0,415.0
450.0,132.9068603515625,97.32319641113281,5.0,2.0,420.0
451.0,133.2428741455078,94.0566635131836,5.0,2.0,421.0
452.0,138.4769744873047,99.91049194335938,5.0,2.0,423.0
453.0,137.7015838623047,99.05765533447266,5.0,2.0,424.0
455.0,138.37257385253906,93.04344177246094,5.0,2.0,428.0
458.0,138.25611877441406,92.93885040283203,5.0,2.0,434.0
464.0,126.59352111816406,138.99591064453125,6.0,3.0,448.0
466.0,125.10079956054688,138.6256561279297,6.0,3.0,451.0
469.0,125.40078735351562,138.16285705566406,6.0,3.0,458.0
474.0,130.72291564941406,92.13294219970703,7.0,2.0,467.0
475.0,130.4706573486328,93.15576934814453,7.0,2.0,468.0
476.0,130.72784423828125,93.5102310180664,7.0,2.0,469.0
477.0,129.71478271484375,93.92638397216797,7.0,2.0,471.0
479.0,131.0923309326172,104.10496520996094,7.0,2.0,476.0
481.0,129.88560485839844,109.47112274169922,7.0,2.0,477.0
482.0,130.83038330078125,108.34010314941406,7.0,2.0,479.0
483.0,130.69825744628906,107.45661926269531,7.0,2.0,482.0
530.0,138.96392822265625,98.17816925048828,8.0,2.0,534.0
531.0,138.15399169921875,95.9811019897461,8.0,2.0,536.0
532.0,136.77662658691406,97.3125228881836,8.0,2.0,537.0
533.0,138.47422790527344,99.7569580078125,8.0,2.0,539.0
534.0,139.5626220703125,99.18740844726562,8.0,2.0,540.0
582.0,142.78842163085938,71.6844711303711,9.0,2.0,573.0
584.0,146.9904022216797,73.97586822509766,9.0,2.0,576.0
585.0,154.1079864501953,80.49339294433594,9.0,2.0,577.0
589.0,156.0787353515625,77.20455169677734,9.0,2.0,582.0
658.0,155.36720275878906,73.7046890258789,10.0,2.0,635.0
659.0,142.7914581298828,74.94627380371094,10.0,2.0,636.0
663.0,142.1244659423828,74.89299011230469,10.0,2.0,641.0
661.0,123.74993133544922,120.76095581054688,11.0,3.0,638.0
662.0,119.02963256835938,120.91116333007812,11.0,3.0,639.0
664.0,121.09869384765625,119.56737518310547,11.0,3.0,644.0
665.0,121.24176788330078,120.7559814453125,11.0,3.0,647.0
673.0,113.4707260131836,148.31558227539062,12.0,3.0,670.0
674.0,113.92420196533203,148.71961975097656,12.0,3.0,672.0
678.0,115.62098693847656,150.65443420410156,12.0,3.0,682.0
679.0,116.33817291259766,149.05274963378906,12.0,3.0,685.0
680.0,115.35787963867188,148.54843139648438,12.0,3.0,690.0
689.0,141.0410614013672,73.46623229980469,13.0,2.0,703.0
692.0,142.53887939453125,73.4647216796875,13.0,2.0,709.0
696.0,141.33465576171875,73.63679504394531,13.0,2.0,716.0
713.0,141.3522186279297,73.31433868408203,14.0,2.0,741.0
714.0,141.39358520507812,74.68116760253906,14.0,2.0,743.0
715.0,140.23031616210938,73.10269165039062,14.0,2.0,745.0
718.0,142.02052307128906,73.14005279541016,14.0,2.0,751.0
719.0,136.88531494140625,82.54515075683594,14.0,2.0,753.0
720.0,140.8198699951172,72.76697540283203,14.0,2.0,755.0
727.0,142.60508728027344,76.07357025146484,15.0,2.0,775.0
730.0,144.07774353027344,74.63420104980469,15.0,2.0,782.0
732.0,143.98487854003906,74.62884521484375,15.0,2.0,787.0
733.0,142.59609985351562,74.81797790527344,15.0,2.0,789.0
734.0,144.72596740722656,74.66754150390625,15.0,2.0,792.0
737.0,147.48773193359375,74.83446502685547,15.0,2.0,795.0
744.0,141.0954132080078,74.44632720947266,16.0,2.0,815.0
745.0,142.81471252441406,74.31060028076172,16.0,2.0,817.0
746.0,142.74227905273438,74.53225708007812,16.0,2.0,819.0
747.0,155.2776641845703,74.64675903320312,16.0,2.0,821.0
748.0,155.20169067382812,76.11090087890625,16.0,2.0,826.0
749.0,143.311767578125,73.28341674804688,16.0,2.0,828.0
750.0,152.7902374267578,75.87391662597656,16.0,2.0,830.0
751.0,154.52371215820312,77.65760040283203,16.0,2.0,834.0
749.0,113.35615539550781,179.01731872558594,17.0,3.0,829.0
750.0,113.72985076904297,181.40724182128906,17.0,3.0,832.0
754.0,112.9238510131836,181.38351440429688,17.0,3.0,840.0
770.0,114.34754943847656,180.3019561767578,18.0,3.0,851.0
775.0,112.52973175048828,180.5409698486328,18.0,3.0,853.0
795.0,149.5634002685547,66.43724822998047,19.0,2.0,881.0
797.0,147.41964721679688,74.43392181396484,19.0,2.0,885.0
798.0,149.488037109375,71.42193603515625,19.0,2.0,886.0
799.0,152.24917602539062,70.19275665283203,19.0,2.0,888.0
995.0,132.29287719726562,93.99591064453125,20.0,2.0,1063.0
996.0,128.6443634033203,96.71507263183594,20.0,2.0,1064.0
998.0,126.66043090820312,96.21858978271484,20.0,2.0,1068.0
