FRAME_N,LOC_R,LOC_C,TRACK_N,ROI_NUM,MOL_ID
299.0,23.002025604248047,40.94866180419922,1.0,1.0,7.0
300.0,23.817378997802734,39.74716567993164,1.0,1.0,8.0
301.0,22.76006317138672,40.38508987426758,1.0,1.0,9.0
302.0,22.242259979248047,39.25279235839844,1.0,1.0,10.0
303.0,21.648983001708984,40.34845733642578,1.0,1.0,11.0
304.0,22.681880950927734,40.95654296875,1.0,1.0,12.0
305.0,22.071056365966797,40.19887161254883,1.0,1.0,13.0
306.0,21.900312423706055,41.48771667480469,1.0,1.0,14.0
307.0,21.720996856689453,40.210262298583984,1.0,1.0,15.0
308.0,24.374019622802734,40.22828674316406,1.0,1.0,16.0
309.0,24.129920959472656,40.4210319519043,1.0,1.0,17.0
310.0,22.447235107421875,40.66666793823242,1.0,1.0,18.0
311.0,22.387969970703125,41.12153244018555,1.0,1.0,19.0
312.0,23.425411224365234,40.3528938293457,1.0,1.0,20.0
313.0,23.13897705078125,41.15226364135742,1.0,1.0,21.0
314.0,23.370718002319336,40.84212112426758,1.0,1.0,22.0
315.0,21.72972869873047,40.343326568603516,1.0,1.0,24.0
316.0,21.895750045776367,40.88947296142578,1.0,1.0,25.0
317.0,22.94733428955078,40.64399719238281,1.0,1.0,27.0
318.0,23.017288208007812,39.922142028808594,1.0,1.0,29.0
319.0,23.465465545654297,41.16321563720703,1.0,1.0,31.0
320.0,22.16805648803711,40.58991622924805,1.0,1.0,33.0
321.0,22.45203399658203,39.62421417236328,1.0,1.0,35.0
322.0,23.30655288696289,40.01352310180664,1.0,1.0,36.0
323.0,21.422348022460938,40.5927619934082,1.0,1.0,37.0
324.0,23.628679275512695,40.93106460571289,1.0,1.0,39.0
325.0,23.039165496826172,39.628238677978516,1.0,1.0,42.0
326.0,23.459781646728516,40.971473693847656,1.0,1.0,44.0
327.0,23.002479553222656,41.261802673339844,1.0,1.0,46.0
328.0,22.378860473632812,41.1135139465332,1.0,1.0,47.0
329.0,22.559967041015625,40.53651428222656,1.0,1.0,48.0
330.0,22.566587448120117,40.92198944091797,1.0,1.0,49.0
331.0,23.25135612487793,40.586551666259766,1.0,1.0,50.0
332.0,23.068359375,40.70745849609375,1.0,1.0,51.0
334.0,24.380619049072266,42.14710998535156,1.0,1.0,53.0
335.0,22.840576171875,41.09181213378906,1.0,1.0,54.0
336.0,22.56813621520996,40.556175231933594,1.0,1.0,55.0
337.0,22.652477264404297,40.77373504638672,1.0,1.0,56.0
338.0,22.419811248779297,39.903480529785156,1.0,1.0,57.0
341.0,22.024505615234375,40.719051361083984,1.0,1.0,59.0
342.0,21.18741226196289,40.928428649902344,1.0,1.0,60.0
316.0,86.28543853759766,103.69622039794922,2.0,2.0,26.0
317.0,84.60166931152344,103.43373107910156,2.0,2.0,28.0
319.0,85.42066955566406,110.54541778564453,2.0,2.0,32.0
320.0,85.00909423828125,109.75997161865234,2.0,2.0,34.0
365.0,85.80636596679688,110.01657104492188,3.0,2.0,67.0
367.0,86.79704284667969,109.05575561523438,3.0,2.0,70.0
369.0,88.39723205566406,107.47907257080078,3.0,2.0,73.0
367.0,73.19749450683594,85.29743957519531,4.0,2.0,69.0
368.0,73.09268951416016,85.5983657836914,4.0,2.0,71.0
369.0,72.91213989257812,85.6534423828125,4.0,2.0,72.0
370.0,73.67959594726562,85.98666381835938,4.0,2.0,75.0
371.0,75.0240249633789,85.82302856445312,4.0,2.0,77.0
372.0,74.27836608886719,85.55200958251953,4.0,2.0,79.0
373.0,73.52215576171875,85.92086029052734,4.0,2.0,82.0
374.0,73.48562622070312,85.51470184326172,4.0,2.0,84.0
375.0,74.47230529785156,86.03828430175781,4.0,2.0,87.0
376.0,74.84882354736328,84.98040771484375,4.0,2.0,90.0
377.0,74.1854248046875,86.07513427734375,4.0,2.0,93.0
378.0,73.7879638671875,85.85655212402344,4.0,2.0,96.0
379.0,73.40484619140625,85.4453353881836,4.0,2.0,99.0
380.0,74.07447052001953,85.37114715576172,4.0,2.0,101.0
381.0,73.86997985839844,85.31816864013672,4.0,2.0,103.0
382.0,74.31449890136719,85.5010757446289,4.0,2.0,105.0
383.0,74.24028015136719,85.37799072265625,4.0,2.0,107.0
384.0,74.42332458496094,84.27720642089844,4.0,2.0,109.0
385.0,73.40342712402344,85.63777160644531,4.0,2.0,111.0
386.0,74.17224884033203,85.9046630859375,4.0,2.0,113.0
387.0,73.87812042236328,85.56082153320312,4.0,2.0,116.0
388.0,74.00127410888672,86.00028991699219,4.0,2.0,119.0
389.0,72.95734405517578,85.88031768798828,4.0,2.0,122.0
390.0,74.31401062011719,86.01129913330078,4.0,2.0,125.0
391.0,73.81710052490234,86.30719757080078,4.0,2.0,127.0
392.0,74.32420349121094,86.01583862304688,4.0,2.0,129.0
393.0,74.3043212890625,85.46205139160156,4.0,2.0,131.0
394.0,74.37162780761719,85.78634643554688,4.0,2.0,134.0
395.0,73.83192443847656,84.9095230102539,4.0,2.0,136.0
396.0,76.01109313964844,85.82362365722656,4.0,2.0,138.0
397.0,74.54167938232422,85.40314483642578,4.0,2.0,140.0
398.0,74.61536407470703,85.55602264404297,4.0,2.0,142.0
399.0,74.00068664550781,86.0385971069336,4.0,2.0,144.0
400.0,74.72301483154297,86.35480499267578,4.0,2.0,146.0
401.0,74.17947387695312,86.14297485351562,4.0,2.0,148.0
402.0,73.7547378540039,84.94491577148438,4.0,2.0,150.0
403.0,74.49166870117188,86.61848449707031,4.0,2.0,151.0
404.0,73.50981903076172,86.68388366699219,4.0,2.0,152.0
369.0,108.39459228515625,134.96383666992188,5.0,2.0,74.0
370.0,108.39586639404297,134.9999237060547,5.0,2.0,76.0
371.0,108.49353790283203,135.65736389160156,5.0,2.0,78.0
372.0,108.87522888183594,135.2456512451172,5.0,2.0,81.0
373.0,108.626708984375,135.22723388671875,5.0,2.0,83.0
374.0,108.6662368774414,134.84036254882812,5.0,2.0,86.0
375.0,108.8534927368164,134.71131896972656,5.0,2.0,89.0
376.0,109.57434844970703,135.7305145263672,5.0,2.0,92.0
377.0,108.15401458740234,136.35623168945312,5.0,2.0,95.0
378.0,109.2794189453125,135.56558227539062,5.0,2.0,98.0
374.0,86.49291229248047,109.4226303100586,6.0,2.0,85.0
375.0,91.33969116210938,110.26876068115234,6.0,2.0,88.0
377.0,99.15388488769531,111.4061508178711,6.0,2.0,94.0
378.0,98.1337890625,110.57838439941406,6.0,2.0,97.0
380.0,108.95323944091797,135.55223083496094,7.0,2.0,102.0
381.0,107.88985443115234,135.92056274414062,7.0,2.0,104.0
382.0,108.34636688232422,135.58352661132812,7.0,2.0,106.0
383.0,106.94100952148438,135.044921875,7.0,2.0,108.0
384.0,107.22544860839844,134.63636779785156,7.0,2.0,110.0
385.0,108.38795471191406,135.4651641845703,7.0,2.0,112.0
386.0,107.52799987792969,135.34426879882812,7.0,2.0,115.0
387.0,108.36236572265625,135.4593505859375,7.0,2.0,118.0
388.0,107.7597885131836,135.9224853515625,7.0,2.0,121.0
389.0,108.12427520751953,134.89230346679688,7.0,2.0,124.0
390.0,107.90773010253906,135.31846618652344,7.0,2.0,126.0
391.0,107.1409683227539,135.83587646484375,7.0,2.0,128.0
392.0,108.63412475585938,135.90968322753906,7.0,2.0,130.0
393.0,108.14789581298828,135.83401489257812,7.0,2.0,133.0
394.0,107.92626190185547,135.0371856689453,7.0,2.0,135.0
395.0,107.05042266845703,135.44615173339844,7.0,2.0,137.0
396.0,108.01851654052734,134.17391967773438,7.0,2.0,139.0
397.0,107.24685668945312,134.9443817138672,7.0,2.0,141.0
398.0,106.26420593261719,133.975830078125,7.0,2.0,143.0
399.0,106.27760314941406,134.07833862304688,7.0,2.0,145.0
400.0,106.38996124267578,133.2856903076172,7.0,2.0,147.0
401.0,106.21392822265625,133.91378784179688,7.0,2.0,149.0
388.0,89.91433715820312,115.97698211669922,8.0,2.0,120.0
389.0,95.32785034179688,115.86788177490234,8.0,2.0,123.0
393.0,94.87960052490234,111.56903076171875,8.0,2.0,132.0
431.0,91.6707763671875,107.72884368896484,9.0,2.0,156.0
432.0,87.56791687011719,108.95343780517578,9.0,2.0,157.0
433.0,85.9417953491211,108.3576889038086,9.0,2.0,158.0
434.0,86.60991668701172,107.20792388916016,9.0,2.0,159.0
436.0,81.98269653320312,109.19380950927734,9.0,2.0,161.0
437.0,83.39207458496094,110.8425064086914,9.0,2.0,162.0
449.0,82.10747528076172,96.70887756347656,10.0,2.0,165.0
450.0,80.14634704589844,98.72364807128906,10.0,2.0,166.0
451.0,86.11186218261719,95.09590148925781,10.0,2.0,167.0
452.0,90.10630798339844,95.33600616455078,10.0,2.0,168.0
454.0,87.94990539550781,97.57955932617188,10.0,2.0,170.0
455.0,86.34608459472656,104.7474136352539,10.0,2.0,171.0
535.0,22.587451934814453,62.040096282958984,11.0,1.0,177.0
537.0,23.052213668823242,51.81308364868164,11.0,1.0,179.0
539.0,28.087390899658203,59.603694915771484,11.0,1.0,180.0
627.0,80.61585998535156,94.12789916992188,12.0,2.0,208.0
628.0,80.49851989746094,93.73617553710938,12.0,2.0,209.0
629.0,80.35083770751953,93.11664581298828,12.0,2.0,210.0
630.0,79.54574584960938,94.33399963378906,12.0,2.0,211.0
631.0,79.54985809326172,94.6165542602539,12.0,2.0,212.0
632.0,80.39643859863281,94.29560089111328,12.0,2.0,213.0
633.0,80.02871704101562,93.36236572265625,12.0,2.0,214.0
634.0,80.95927429199219,93.3815689086914,12.0,2.0,215.0
635.0,80.56240844726562,93.29238891601562,12.0,2.0,216.0
636.0,81.86442565917969,93.3376235961914,12.0,2.0,217.0
637.0,81.41864776611328,92.8878173828125,12.0,2.0,218.0
638.0,81.16093444824219,93.33704376220703,12.0,2.0,219.0
639.0,81.05216217041016,93.95723724365234,12.0,2.0,220.0
640.0,81.7825927734375,93.65827178955078,12.0,2.0,221.0
641.0,81.440673828125,94.29381561279297,12.0,2.0,222.0
642.0,81.3418960571289,93.81539916992188,12.0,2.0,223.0
643.0,81.62557220458984,94.05995178222656,12.0,2.0,224.0
644.0,81.45094299316406,93.43074798583984,12.0,2.0,225.0
645.0,81.80722045898438,93.74177551269531,12.0,2.0,226.0
646.0,81.6854248046875,93.75277709960938,12.0,2.0,227.0
647.0,80.84564971923828,93.1889419555664,12.0,2.0,228.0
648.0,81.10404205322266,94.06647491455078,12.0,2.0,229.0
649.0,81.50952911376953,93.60011291503906,12.0,2.0,230.0
650.0,81.4192886352539,94.32125091552734,12.0,2.0,231.0
651.0,80.64756774902344,93.97296142578125,12.0,2.0,232.0
652.0,80.40770721435547,94.18960571289062,12.0,2.0,234.0
653.0,80.04224395751953,94.61688232421875,12.0,2.0,235.0
654.0,80.04364013671875,94.28233337402344,12.0,2.0,236.0
655.0,80.68687438964844,93.2484359741211,12.0,2.0,237.0
768.0,19.491464614868164,77.25901794433594,13.0,1.0,240.0
769.0,18.402650833129883,77.71470642089844,13.0,1.0,241.0
770.0,18.84112548828125,76.85214233398438,13.0,1.0,242.0
771.0,17.97221565246582,76.54918670654297,13.0,1.0,243.0
772.0,19.277482986450195,75.18968200683594,13.0,1.0,244.0
773.0,19.612571716308594,72.93890380859375,13.0,1.0,245.0
774.0,24.570026397705078,67.43997955322266,13.0,1.0,246.0
775.0,26.21756362915039,69.91300201416016,13.0,1.0,247.0
776.0,23.337404251098633,72.4369888305664,13.0,1.0,248.0
777.0,21.782241821289062,71.26654052734375,13.0,1.0,249.0
778.0,24.760984420776367,68.37858581542969,13.0,1.0,250.0
787.0,72.74888610839844,87.14521789550781,14.0,2.0,254.0
788.0,73.09820556640625,87.32779693603516,14.0,2.0,256.0
789.0,72.82698059082031,88.477294921875,14.0,2.0,258.0
793.0,72.62642669677734,90.61322021484375,14.0,2.0,260.0
794.0,74.32319641113281,88.17074584960938,14.0,2.0,261.0
795.0,74.52752685546875,87.85012817382812,14.0,2.0,262.0
797.0,75.0651626586914,88.80977630615234,14.0,2.0,263.0
798.0,75.19207763671875,89.52483367919922,14.0,2.0,264.0
1081.0,109.27318572998047,132.15428161621094,15.0,2.0,295.0
1082.0,104.24595642089844,132.40794372558594,15.0,2.0,296.0
1083.0,101.37123107910156,127.76666259765625,15.0,2.0,297.0
1084.0,98.35795593261719,126.43385314941406,15.0,2.0,299.0
1085.0,102.30126953125,126.1090316772461,15.0,2.0,301.0
1084.0,19.399864196777344,66.87474822998047,16.0,1.0,298.0
1085.0,19.412099838256836,66.24018859863281,16.0,1.0,300.0
1086.0,20.39739990234375,66.10948944091797,16.0,1.0,302.0
1087.0,19.832763671875,67.16415405273438,16.0,1.0,304.0
1088.0,19.481725692749023,66.40556335449219,16.0,1.0,306.0
1089.0,19.768306732177734,67.68644714355469,16.0,1.0,308.0
1090.0,19.238880157470703,67.88746643066406,16.0,1.0,310.0
1091.0,19.84991455078125,67.35783386230469,16.0,1.0,312.0
1092.0,20.258230209350586,65.65451049804688,16.0,1.0,314.0
1093.0,19.652366638183594,67.58197021484375,16.0,1.0,317.0
1094.0,19.17789077758789,67.09963989257812,16.0,1.0,319.0
1095.0,19.4113712310791,66.21742248535156,16.0,1.0,320.0
1096.0,19.790483474731445,67.34752655029297,16.0,1.0,321.0
1097.0,19.59833335876465,66.82258605957031,16.0,1.0,324.0
1098.0,19.61505889892578,67.82274627685547,16.0,1.0,327.0
1099.0,18.739124298095703,68.17811584472656,16.0,1.0,330.0
1100.0,18.93039321899414,68.3790512084961,16.0,1.0,332.0
1101.0,19.455854415893555,68.88579559326172,16.0,1.0,334.0
1102.0,19.175029754638672,67.82994079589844,16.0,1.0,336.0
1103.0,19.570510864257812,68.55303955078125,16.0,1.0,338.0
1104.0,19.905885696411133,68.63859558105469,16.0,1.0,339.0
1105.0,20.697429656982422,67.05862426757812,16.0,1.0,340.0
1106.0,20.191652297973633,66.6442642211914,16.0,1.0,342.0
1107.0,18.82066535949707,65.80085754394531,16.0,1.0,344.0
1108.0,18.664810180664062,66.77593994140625,16.0,1.0,347.0
1109.0,19.632183074951172,66.50529479980469,16.0,1.0,349.0
1110.0,19.304847717285156,67.21186828613281,16.0,1.0,351.0
1111.0,19.537492752075195,66.901123046875,16.0,1.0,353.0
1112.0,19.71292495727539,67.84945678710938,16.0,1.0,355.0
1113.0,20.17258071899414,66.51409912109375,16.0,1.0,357.0
1114.0,19.3123779296875,67.78471374511719,16.0,1.0,359.0
1115.0,19.04438591003418,67.11539459228516,16.0,1.0,361.0
1116.0,19.181737899780273,67.38030242919922,16.0,1.0,362.0
1117.0,18.98240089416504,65.12339782714844,16.0,1.0,363.0
1118.0,18.683391571044922,67.07337951660156,16.0,1.0,364.0
1119.0,18.971134185791016,66.65104675292969,16.0,1.0,365.0
1120.0,20.75556755065918,67.81417846679688,16.0,1.0,367.0
1121.0,19.906150817871094,67.41007995605469,16.0,1.0,369.0
1122.0,19.562406539916992,66.6228256225586,16.0,1.0,371.0
1088.0,89.69800567626953,116.11860656738281,17.0,2.0,307.0
1089.0,88.24274444580078,115.48784637451172,17.0,2.0,309.0
1090.0,90.80865478515625,116.33198547363281,17.0,2.0,311.0
1092.0,88.56236267089844,116.37303161621094,17.0,2.0,315.0
1093.0,89.0360107421875,115.96566772460938,17.0,2.0,318.0
1096.0,91.6249771118164,118.24077606201172,18.0,2.0,323.0
1097.0,91.36431121826172,115.54791259765625,18.0,2.0,326.0
1099.0,92.458740234375,117.59517669677734,18.0,2.0,331.0
1100.0,94.29790496826172,121.92791748046875,18.0,2.0,333.0
1101.0,94.6514892578125,122.8438720703125,18.0,2.0,335.0
1107.0,84.38960266113281,107.33065795898438,19.0,2.0,345.0
1108.0,87.515869140625,115.06082916259766,19.0,2.0,348.0
1109.0,83.89666748046875,112.81989288330078,19.0,2.0,350.0
1111.0,92.53297424316406,111.93275451660156,19.0,2.0,354.0
1112.0,85.12461853027344,112.56038665771484,19.0,2.0,356.0
1113.0,86.14329528808594,109.26953887939453,19.0,2.0,358.0
1114.0,89.82975769042969,117.1686782836914,19.0,2.0,360.0
1122.0,73.18021392822266,91.03890228271484,20.0,2.0,372.0
1123.0,72.3273696899414,90.73381042480469,20.0,2.0,374.0
1124.0,70.88768005371094,90.56847381591797,20.0,2.0,377.0
1125.0,72.695068359375,90.98495483398438,20.0,2.0,380.0
1126.0,71.76277160644531,88.9876480102539,20.0,2.0,383.0
1127.0,73.11646270751953,89.27847290039062,20.0,2.0,386.0
1124.0,97.26943969726562,134.39151000976562,21.0,2.0,378.0
1125.0,104.25286865234375,134.0557403564453,21.0,2.0,381.0
1126.0,104.73811340332031,137.34571838378906,21.0,2.0,384.0
1127.0,105.5226058959961,136.18234252929688,21.0,2.0,387.0
1128.0,106.64125061035156,135.64981079101562,21.0,2.0,389.0
1129.0,109.95207977294922,130.07850646972656,21.0,2.0,391.0
1126.0,19.707992553710938,68.23639678955078,22.0,1.0,382.0
1127.0,20.514389038085938,68.53374481201172,22.0,1.0,385.0
1128.0,20.595109939575195,67.74134826660156,22.0,1.0,388.0
1129.0,19.58391761779785,67.51508331298828,22.0,1.0,390.0
1130.0,19.810405731201172,68.17522430419922,22.0,1.0,392.0
1132.0,21.982784271240234,68.5222396850586,23.0,1.0,396.0
1133.0,20.91553497314453,68.93781280517578,23.0,1.0,398.0
1135.0,20.580045700073242,68.2328872680664,23.0,1.0,402.0
1136.0,19.32825469970703,67.18679809570312,23.0,1.0,404.0
1137.0,19.444177627563477,68.29830932617188,23.0,1.0,406.0
1138.0,19.497730255126953,67.9599380493164,23.0,1.0,407.0
1139.0,20.181447982788086,67.62336730957031,23.0,1.0,408.0
1140.0,20.747356414794922,67.055419921875,23.0,1.0,409.0
1141.0,19.799598693847656,67.70410919189453,23.0,1.0,410.0
1142.0,19.149246215820312,67.9140853881836,23.0,1.0,411.0
1143.0,18.767112731933594,67.30345916748047,23.0,1.0,412.0
1144.0,19.922801971435547,66.80287170410156,23.0,1.0,413.0
1145.0,19.748319625854492,67.61588287353516,23.0,1.0,414.0
1146.0,19.268383026123047,68.0618896484375,23.0,1.0,415.0
1148.0,20.065223693847656,67.32426452636719,23.0,1.0,416.0
1149.0,18.995742797851562,67.91519165039062,23.0,1.0,417.0
1150.0,20.940425872802734,68.49597930908203,23.0,1.0,418.0
1151.0,19.618783950805664,68.59664916992188,23.0,1.0,419.0
1152.0,19.453651428222656,68.16975402832031,23.0,1.0,420.0
1153.0,20.250205993652344,66.48353576660156,23.0,1.0,421.0
1154.0,19.067947387695312,67.3037109375,23.0,1.0,422.0
1155.0,18.661151885986328,66.71133422851562,23.0,1.0,423.0
1156.0,19.319721221923828,66.80577850341797,23.0,1.0,424.0
1157.0,18.55669403076172,66.42178344726562,23.0,1.0,425.0
1158.0,19.364295959472656,66.89444732666016,23.0,1.0,426.0
1159.0,19.702016830444336,67.62808227539062,23.0,1.0,427.0
1160.0,18.60084342956543,67.00605773925781,23.0,1.0,428.0
1161.0,19.306203842163086,67.11909484863281,23.0,1.0,429.0
1162.0,19.46558952331543,67.68602752685547,23.0,1.0,430.0
1163.0,20.099361419677734,67.33496856689453,23.0,1.0,431.0
1164.0,19.133106231689453,68.83160400390625,23.0,1.0,432.0
1165.0,20.12451171875,68.19367218017578,23.0,1.0,433.0
1166.0,20.805570602416992,67.88741302490234,23.0,1.0,434.0
1168.0,19.529537200927734,67.2088394165039,23.0,1.0,435.0
1169.0,20.693073272705078,67.38213348388672,23.0,1.0,436.0
1196.0,19.956695556640625,44.891719818115234,24.0,1.0,440.0
1200.0,20.025039672851562,43.03269958496094,24.0,1.0,442.0
1600.0,21.04509925842285,80.5400390625,25.0,1.0,507.0
1601.0,22.611724853515625,80.99496459960938,25.0,1.0,508.0
1604.0,24.91628074645996,82.62194061279297,25.0,1.0,511.0
1605.0,26.460756301879883,76.92921447753906,25.0,1.0,512.0
1608.0,27.091394424438477,81.55835723876953,25.0,1.0,515.0
1612.0,29.432209014892578,75.22488403320312,26.0,1.0,519.0
1614.0,28.064598083496094,75.48375701904297,26.0,1.0,520.0
1616.0,25.468042373657227,71.90150451660156,26.0,1.0,521.0
1801.0,74.28624725341797,91.41761016845703,27.0,2.0,542.0
1802.0,73.26282501220703,91.72544860839844,27.0,2.0,543.0
1803.0,73.47306060791016,91.93000793457031,27.0,2.0,544.0
1804.0,74.54061889648438,90.40340423583984,27.0,2.0,545.0
1805.0,72.05186462402344,91.22103881835938,27.0,2.0,546.0
1808.0,74.4844741821289,92.53545379638672,27.0,2.0,547.0
1809.0,73.79524230957031,92.94896697998047,27.0,2.0,548.0
1810.0,73.06441497802734,92.52083587646484,27.0,2.0,549.0
1811.0,73.25018310546875,92.4251708984375,27.0,2.0,550.0
1812.0,72.26876068115234,91.25634765625,27.0,2.0,551.0
1813.0,71.62332153320312,91.12165832519531,27.0,2.0,552.0
1814.0,72.2349624633789,90.83099365234375,27.0,2.0,553.0
1815.0,72.1754150390625,91.32353210449219,27.0,2.0,554.0
1817.0,72.78136444091797,90.6406021118164,27.0,2.0,556.0
1819.0,73.32283782958984,91.36225128173828,27.0,2.0,557.0
1821.0,73.7699203491211,89.97416687011719,27.0,2.0,558.0
1822.0,73.2909164428711,91.00464630126953,27.0,2.0,559.0
1825.0,73.69586181640625,92.5297622680664,27.0,2.0,560.0
1826.0,72.23213958740234,92.16734313964844,27.0,2.0,561.0
1827.0,72.74089050292969,90.7152328491211,27.0,2.0,562.0
1828.0,73.2061538696289,91.01885223388672,27.0,2.0,563.0
1829.0,72.6617431640625,91.05850982666016,27.0,2.0,564.0
1830.0,73.79107666015625,89.1853256225586,27.0,2.0,565.0
1831.0,71.87700653076172,90.10870361328125,27.0,2.0,566.0
1832.0,72.75463104248047,90.25592041015625,27.0,2.0,567.0
1833.0,72.22127532958984,89.25228118896484,27.0,2.0,568.0
1834.0,71.72773742675781,89.82316589355469,27.0,2.0,569.0
1835.0,73.69661712646484,89.5445327758789,27.0,2.0,570.0
1837.0,74.0538330078125,91.03907012939453,27.0,2.0,572.0
1838.0,72.77410888671875,88.26507568359375,27.0,2.0,573.0
1839.0,73.66985321044922,90.25040435791016,27.0,2.0,574.0
1840.0,74.68115234375,89.6859359741211,27.0,2.0,576.0
1841.0,74.5783920288086,90.86438751220703,27.0,2.0,577.0
1842.0,74.08220672607422,90.52568054199219,27.0,2.0,578.0
1843.0,74.19713592529297,91.57853698730469,27.0,2.0,579.0
1844.0,74.21721649169922,89.8231430053711,27.0,2.0,580.0
1845.0,73.27633666992188,89.42425537109375,27.0,2.0,581.0
1857.0,73.83023834228516,91.23388671875,28.0,2.0,584.0
1858.0,72.82905578613281,91.0008544921875,28.0,2.0,585.0
1859.0,72.10350036621094,90.74893188476562,28.0,2.0,586.0
1860.0,73.48577880859375,91.0750503540039,28.0,2.0,587.0
1861.0,73.72811889648438,88.88199615478516,28.0,2.0,588.0
1862.0,73.60836791992188,89.67353057861328,28.0,2.0,589.0
1863.0,72.33049774169922,90.48576354980469,28.0,2.0,590.0
1865.0,73.06712341308594,89.15283966064453,28.0,2.0,591.0
1866.0,72.34629821777344,90.07777404785156,28.0,2.0,592.0
1867.0,73.20213317871094,91.03660583496094,28.0,2.0,593.0
1869.0,72.73245239257812,89.7542495727539,28.0,2.0,594.0
1870.0,72.53775024414062,89.30287170410156,28.0,2.0,595.0
1871.0,73.3059310913086,89.470703125,28.0,2.0,596.0
1873.0,74.39505004882812,90.22965240478516,28.0,2.0,597.0
1874.0,73.28899383544922,89.40398406982422,28.0,2.0,598.0
1875.0,72.963134765625,90.67233276367188,28.0,2.0,599.0
1877.0,74.13253021240234,90.61112976074219,28.0,2.0,600.0
1879.0,72.57015228271484,91.47994232177734,28.0,2.0,601.0
1880.0,73.73175048828125,91.55586242675781,28.0,2.0,602.0
1881.0,73.26336669921875,91.06107330322266,28.0,2.0,603.0
1882.0,73.46626281738281,91.24874877929688,28.0,2.0,604.0
1883.0,73.61009979248047,91.14714813232422,28.0,2.0,605.0
1884.0,74.74713134765625,91.43609619140625,28.0,2.0,606.0
1887.0,73.36614990234375,90.85733032226562,28.0,2.0,607.0
1888.0,73.63013458251953,91.68528747558594,28.0,2.0,608.0
1889.0,75.16178894042969,90.37630462646484,28.0,2.0,609.0
1890.0,75.23106384277344,90.54337310791016,28.0,2.0,610.0
1892.0,73.18592834472656,91.49104309082031,28.0,2.0,611.0
1893.0,74.60559844970703,91.5645751953125,28.0,2.0,612.0
1894.0,73.07335662841797,88.89695739746094,28.0,2.0,613.0
1896.0,73.7562026977539,90.60954284667969,28.0,2.0,614.0
1897.0,75.11719512939453,88.65999603271484,28.0,2.0,615.0
1901.0,73.49111938476562,90.19093322753906,28.0,2.0,616.0
1904.0,72.95114135742188,86.38140869140625,28.0,2.0,617.0
