amp,ang,chi_squares,col,colCI,err,frame,goodfit,molid,offset,roinum,row,rowCI,states,sum,widthc,widthr
314.1904,0.0,11112230.0,54.45833,"(18.36372, 0.)",0.0900296,1.0,0,1.0,-24.82018,2,90.48383,"(18.36372, 0.)",0,1461.829,2.0913408,2.0913408
146.0399,0.0,16570744.0,85.26001,"(7.4990044, 0.)",0.025085986,4.0,0,2.0,-6.7910814,1,65.72188,"(7.4990044, 0.)",0,11307.901,3.9408922,3.9408922
283.62482,0.0,19479906.0,66.67894,"(1.646025, 0.)",0.037136674,7.0,0,3.0,39.40618,2,82.453156,"(1.646025, 0.)",0,16697.107,1.7618448,1.7618448
542.0285,0.0,14717500.0,67.06953,"(1.1086334, 0.)",0.08139092,8.0,1,4.0,25.623734,1,80.425934,"(1.1086334, 0.)",0,12548.145,1.2285901,1.2285901
262.65228,0.0,13443397.0,67.23815,"(2.746633, 0.)",0.05448991,10.0,0,5.0,12.221719,2,82.947655,"(2.746633, 0.)",0,10793.82,2.0969815,2.0969815
240.92345,0.0,11927123.0,75.67847,"(4.02355, 0.)",0.06310719,14.0,0,6.0,-0.9772121,1,70.94672,"(4.02355, 0.)",0,8665.055,2.4314055,2.4314055
389.97665,0.0,12589647.0,72.91032,"(2.7858896, 0.)",0.11913884,16.0,1,7.0,-1.6668934,1,77.96031,"(2.7858896, 0.)",0,10312.102,2.0988584,2.0988584
296.56064,0.0,17112436.0,71.45016,"(2.4172204, 0.)",0.06763303,17.0,0,8.0,21.92664,1,78.92909,"(2.4172204, 0.)",0,17693.203,2.4703448,2.4703448
327.3648,0.0,24346478.0,75.20276,"(4.033107, 0.)",0.07576442,19.0,1,9.0,-8.260569,1,79.81966,"(4.033107, 0.)",0,19415.146,3.2871907,3.2871907
355.9227,0.0,14582918.0,70.60858,"(1.8199831, 0.)",0.054582775,26.0,0,10.0,18.524483,1,81.62849,"(1.8199831, 0.)",0,10619.52,1.5344226,1.5344226
468.77203,0.0,9885556.0,107.14776,"(1.3012985, 0.)",0.08924693,26.0,1,11.0,14.86155,1,22.386858,"(1.3012985, 0.)",0,8709.177,1.2237005,1.2237005
686.95337,0.0,14629452.0,46.130684,"(0.6584928, 0.)",0.06563717,27.0,0,12.0,30.880268,2,105.05131,"(0.6584928, 0.)",0,11981.057,0.8434402,0.8434402
365.02155,0.0,17307848.0,70.8236,"(3.202379, 0.)",0.07852048,27.0,1,13.0,1.5543133,1,78.425896,"(3.202379, 0.)",0,10377.35,2.0800517,2.0800517
32.113586,0.0,20887104.0,2994.8208,"(0., 4349.9146)",0.0,28.0,0,14.0,48.497627,2,317.307,"(0., 4349.9146)",1,14027.392,-292.9549,-292.9549
366.74573,0.0,10853052.0,52.704758,"(1.8541672, 0.)",0.09077686,39.0,1,15.0,13.300782,2,96.27449,"(1.8541672, 0.)",0,10610.82,1.7133956,1.7133956
343.29663,0.0,16768100.0,67.00537,"(2.1343408, 0.)",0.051831305,41.0,0,16.0,17.373392,1,57.706463,"(2.1343408, 0.)",0,11084.175,1.6759595,1.6759595
1466.5033,0.0,10663878.0,76.37798,"(1.0218029, 0.)",0.14160734,45.0,0,17.0,2.4089048,1,47.401283,"(1.0218029, 0.)",0,3509.463,0.5540382,0.5540382
401.79974,0.0,17078512.0,58.090466,"(1.7961228, 0.)",0.10483223,49.0,1,18.0,27.310923,2,86.64987,"(1.7961228, 0.)",0,20629.77,2.2465398,2.2465398
381.3187,0.0,12928078.0,48.113754,"(2.4135427, 0.)",0.075737715,56.0,1,19.0,6.5462227,2,100.33501,"(2.4135427, 0.)",0,8158.946,1.6173158,1.6173158
365.78513,0.0,17855920.0,62.16913,"(2.1274595, 0.)",0.08125466,57.0,1,20.0,21.05556,2,91.179306,"(2.1274595, 0.)",0,16925.92,2.171672,2.171672
336.68216,0.0,14948560.0,59.891243,"(1.8640084, 0.)",0.053297937,59.0,0,21.0,20.375685,2,94.787796,"(1.8640084, 0.)",0,11538.151,1.6341856,1.6341856
274.66666,0.0,18791748.0,62.807003,"(3.680977, 0.)",0.0703029,60.0,0,22.0,3.6567526,2,94.15872,"(3.680977, 0.)",0,17294.836,3.1216168,3.1216168
197.69414,0.0,12354034.0,65.50354,"(6.625854, 0.)",0.054152787,62.0,0,23.0,-14.64761,2,93.84879,"(6.625854, 0.)",0,7870.8306,3.1430855,3.1430855
2490.523,0.0,11527891.0,96.282845,"(0., 0.35979384)",0.2723863,68.0,0,24.0,14.457023,1,33.90141,"(0., 0.35979384)",0,7244.205,-0.4364592,-0.4364592
251.63979,0.0,9923242.0,61.02138,"(6.697184, 0.)",0.10154104,69.0,1,25.0,-27.19633,1,71.91614,"(6.697184, 0.)",0,6675.92,3.0514166,3.0514166
154.94684,0.0,14322306.0,76.05363,"(6.8153377, 0.)",0.029046118,77.0,0,26.0,-2.5542192,1,70.90729,"(6.8153377, 0.)",0,7250.666,2.886405,2.886405
2614.0288,0.0,9155184.0,97.62999,"(0.40346313, 0.)",0.22287786,80.0,0,27.0,7.89732,1,25.868397,"(0.40346313, 0.)",0,4553.4824,0.3732108,0.3732108
228.03212,0.0,13741574.0,57.671665,"(6.8335824, 0.)",0.06801295,87.0,0,28.0,-25.112223,2,87.10776,"(6.8335824, 0.)",0,9285.768,3.4574003,3.4574003
205.9926,0.0,12699419.0,53.642956,"(10.023213, 0.)",0.06502712,93.0,0,29.0,-26.429657,2,89.63017,"(10.023213, 0.)",0,5499.8306,3.231681,3.231681
273.176,0.0,9346316.0,55.472343,"(5.3374314, 0.)",0.09072536,106.0,1,30.0,-12.389538,2,97.62009,"(5.3374314, 0.)",0,5179.8086,2.2594383,2.2594383
231.61287,0.0,10546686.0,62.81633,"(6.2319984, 0.)",0.066699326,112.0,0,31.0,-11.913919,2,103.655014,"(6.2319984, 0.)",0,5350.0044,2.4588559,2.4588559
1689.325,0.0,12850027.0,61.849728,"(0.18473177, 0.)",0.118260324,113.0,0,32.0,47.233215,2,103.37683,"(0.18473177, 0.)",0,15833.588,0.454454,0.454454
157.0958,0.0,14232028.0,75.40426,"(5.0274076, 0.)",0.032025874,140.0,0,33.0,4.8282714,1,58.272057,"(5.0274076, 0.)",0,12140.636,3.3297977,3.3297977
549.2914,0.0,9490163.0,47.349335,"(5.8418045, 0.)",0.104302585,144.0,1,34.0,-8.933118,2,103.31671,"(5.8418045, 0.)",0,1510.01,1.0496513,1.0496513
188.8462,0.0,13665763.0,70.651505,"(2.222658, 0.)",0.033459246,144.0,0,35.0,32.47012,1,55.450405,"(2.222658, 0.)",0,15923.266,2.346947,2.346947
