amp,ang,chi_squares,col,colCI,err,frame,goodfit,molid,offset,roinum,row,rowCI,states,sum,widthc,widthr
600.40015,0.0,9879934.0,146.23547,"(13.349577, 0.)",0.14020187,8.0,0,1.0,-16.902033,1,60.419445,"(13.349577, 0.)",0,859.24365,1.2338377,1.2338377
3090.1882,0.0,12398088.0,157.57367,"(0.1829428, 0.)",0.15902895,9.0,0,2.0,35.06965,1,109.66702,"(0.1829428, 0.)",0,12849.799,0.39755443,0.39755443
165.19406,0.0,8750896.0,84.24312,"(4.485848, 0.)",0.05118704,45.0,0,3.0,-0.29304326,2,132.22304,"(4.485848, 0.)",0,8996.569,2.971972,2.971972
829.4421,0.0,13412793.0,134.51358,"(1.7411937, 0.)",0.09010154,67.0,1,4.0,2.3328402,2,113.63176,"(1.7411937, 0.)",0,3989.1948,0.7975567,0.7975567
209.0329,0.0,10434947.0,136.69167,"(4.7918105, 0.)",0.058364153,76.0,0,5.0,-4.2760468,2,108.42158,"(4.7918105, 0.)",0,7314.481,2.5511816,2.5511816
265.47116,0.0,12875466.0,142.29211,"(3.7622893, 0.)",0.07241005,78.0,0,6.0,-1.116313,1,28.641205,"(3.7622893, 0.)",0,9925.587,2.4812272,2.4812272
205.0276,0.0,7761235.0,136.01144,"(11.501154, 0.)",0.09403908,80.0,0,7.0,-59.705906,2,114.933266,"(11.501154, 0.)",0,6382.7637,4.609366,4.609366
2530.7737,0.0,10019018.0,143.64021,"(0.16442968, 0.)",0.11705428,95.0,0,8.0,36.8628,1,31.494753,"(0.16442968, 0.)",0,12801.004,0.39648688,0.39648688
184.44916,0.0,10453489.0,119.7478,"(5.7612624, 0.)",0.05252266,103.0,0,9.0,-7.8847623,2,118.53242,"(5.7612624, 0.)",0,7378.998,2.8998327,2.8998327
365.05627,0.0,10823190.0,108.094345,"(1.7590054, 0.)",0.096228,111.0,1,10.0,15.807421,2,115.55004,"(1.7590054, 0.)",0,11891.82,1.7864906,1.7864906
1892.4806,0.0,9038988.0,91.68918,"(0.2411049, 0.)",0.2166816,125.0,0,11.0,27.522007,2,121.15265,"(0.2411049, 0.)",0,10543.276,0.4653703,0.4653703
195.43645,0.0,10033697.0,93.49339,"(2.6191452, 0.)",0.0552094,126.0,0,12.0,18.300032,2,117.723495,"(2.6191452, 0.)",0,13867.014,2.6467865,2.6467865
869.7613,0.0,17327624.0,147.98619,"(1.2552128, 0.)",0.40070546,129.0,1,13.0,-0.23234743,1,92.46038,"(1.2552128, 0.)",0,37893.21,2.6406496,2.6406496
